0,252.18
1,252.4
2,252.08
3,252.45
4,252.32
5,252.44
6,252.61
7,252.81
8,253.42
9,253.47
10,253.71
11,254.85
12,255.12
13,255.83
14,256.9
15,257.29
16,257.84
17,259
18,259.92
19,259.82
20,260.99
21,260.63
22,260.39
23,261
24,260.93
25,262.35
26,264.08
27,265.13
28,265.71
29,267.82
30,269.57
31,270.56
32,271.63
33,272.91
34,273.45
35,273.71
36,275.66
37,278.17
38,280.42
39,281.81
40,283.95
41,284.08
42,286.15
43,285.9
44,286.71
45,289.04
46,289.35
47,291.4
48,295.6
49,296.73
50,299.82
51,303.8
52,301.64
53,303.51
54,303.02
55,305.81
56,305.54
57,306.5
58,307.77
59,309.03
60,310.41
61,313.77
62,313.97
63,314.43
64,315.55
65,318.85
66,318.32
67,319.44
68,322.95
69,320.92
70,321.72
71,327.14
72,326.28
73,324.48
74,331.14
75,330.94
76,328.9
77,328.62
78,332.53
79,327.21
80,325.42
81,329.84
82,332.59
83,336.5
84,332.82
85,335.03
86,341.02
87,335.95
88,339.42
89,337.18
90,340.47
91,341.33
92,341.38
93,337.81
94,337.36
95,338.64
96,336.87
97,337.23
98,344.91
99,343.94
100,340.61
101,339.57
102,342.13
103,344.13
104,348.81
105,346.8
106,340.24
107,343.29
108,338.42
109,341.35
110,344.53
111,344.11
112,343.31
113,345.7
114,346.95
115,350.96
116,349.98
117,355.07
118,358.23
119,349.05
120,343.75
121,347.27
122,347.03
123,347.11
124,351.62
125,348.24
126,344.14
127,347.91
128,347.29
129,347.97
130,347.68
131,351.16
132,357.18
133,347.18
134,349.49
135,343.85
136,343.57
137,346.14
138,344.53
139,344.35
140,343.38
141,342.16
142,339.63
143,346.7
144,344.62
145,342.66
146,342
147,341.85
148,339.35
149,337.36
150,337.6
151,339.06
152,340.76
153,340.54
154,338.83
155,337.16
156,337.66
157,336.44
158,336.39
159,339.83
160,337.33
161,329.69
162,326.87
163,333.08
164,332.19
165,330.51
166,327.8
167,328.94
168,328.76
169,328.8
170,329.1
171,330.76
172,327.93
173,327.19
174,326.82
175,327.18
176,324.71
177,323.36
178,322.5
179,322.26
180,321.44
181,320.87
182,319.24
183,317.68
184,317.32
185,316.08
186,313.29
187,313.68
188,314.7
189,315.08
190,312.81
191,308.24
192,309.75
193,306.92
194,305.71
195,306.37
196,300.35
197,299.53
198,297.11
199,293.29
200,288.25
201,286.87
202,284.95
203,283.41
204,280.63
205,281.3
206,280.63
207,278.78
208,277.43
209,275.89
210,274.52
211,270.9
212,269.77
213,268.73
214,268.22
215,267.06
216,266.43
217,265.25
218,265.57
219,268.33
220,271.52
221,273.29
222,273.4
223,273.78
224,275.63
225,274.11
226,273.75
227,272.13
228,271.73
229,271.49
230,270.11
231,268.96
232,268.38
233,267.27
234,266.35
235,264.94
236,264.41
237,263.98
238,262.06
239,261.33
240,260.64
241,259.72
242,259.37
243,258.71
244,257.84
245,257.4
246,257.19
247,256.46
248,256.04
249,255.27
250,254.86
251,254.66
252,254.54
253,254.55
254,254.61
255,254.42
